Date,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Buying price,Tax 5%,Selling price,Paymentmode,Profit percentage,profit,Rating
2/25/2019,834-83-1826,Cairo,Mandalay,Member,Female,Home and lifestyle,82.04,5,410.2,26.1415,430.71,Credit card,5,20.51,7.6
1/29/2019,343-61-3544,Cairo,Mandalay,Member,Male,Sports and travel,26.67,10,266.7,26.1415,280.035,Cash,5,13.335,8.6
3/10/2019,239-48-4278,Alex,Yangon,Member,Male,Food and beverages,10.13,7,70.91,26.1415,74.4555,Ewallet,5,3.5455,8.3
1/13/2019,355-34-6244,Cairo,Mandalay,Normal,Male,Food and beverages,72.39,2,144.78,26.1415,152.019,Credit card,5,7.239,8.1
3/22/2019,550-84-8664,Alex,Yangon,Normal,Male,Sports and travel,85.91,5,429.55,26.1415,451.0275,Credit card,5,21.4775,8.6
3/1/2019,339-96-8318,Cairo,Mandalay,Member,Male,Fashion accessories,81.31,7,569.17,26.1415,597.6285,Ewallet,5,28.4585,6.3
2/20/2019,458-61-0011,Cairo,Mandalay,Normal,Male,Food and beverages,60.3,4,241.2,26.1415,253.26,Cash,5,12.06,5.8
1/14/2019,592-34-6155,Giza,Naypyitaw,Normal,Male,Food and beverages,31.77,4,127.08,26.1415,133.434,Ewallet,5,6.354,6.2
3/26/2019,797-88-0493,Alex,Yangon,Normal,Female,Health and beauty,64.27,4,257.08,26.1415,269.934,Cash,5,12.854,7.7
3/1/2019,207-73-1363,Cairo,Mandalay,Normal,Male,Health and beauty,69.51,2,139.02,26.1415,145.971,Ewallet,5,6.951,8.1
1/7/2019,390-31-6381,Giza,Naypyitaw,Normal,Male,Food and beverages,27.22,3,81.66,26.1415,85.743,Cash,5,4.083,7.3
2/1/2019,443-82-0585,Alex,Yangon,Member,Female,Health and beauty,77.68,4,310.72,26.1415,326.256,Cash,5,15.536,8.4
2/13/2019,339-18-7061,Giza,Naypyitaw,Member,Female,Fashion accessories,92.98,2,185.96,26.1415,195.258,Credit card,5,9.298,8
1/14/2019,359-90-3665,Cairo,Mandalay,Member,Female,Fashion accessories,18.08,4,72.32,26.1415,75.936,Credit card,5,3.616,9.5
1/19/2019,375-72-3056,Cairo,Mandalay,Normal,Male,Sports and travel,63.06,3,189.18,26.1415,198.639,Ewallet,5,9.459,7
3/9/2019,127-47-6963,Alex,Yangon,Normal,Male,Health and beauty,51.71,4,206.84,26.1415,217.182,Credit card,5,10.342,9.8
3/27/2019,278-86-2735,Alex,Yangon,Normal,Female,Food and beverages,52.34,3,157.02,26.1415,164.871,Cash,5,7.851,9.2
2/4/2019,695-28-6250,Alex,Yangon,Normal,Female,Sports and travel,43.06,5,215.3,26.1415,226.065,Ewallet,5,10.765,7.7
3/14/2019,379-17-6588,Giza,Naypyitaw,Normal,Male,Fashion accessories,59.61,10,596.1,26.1415,625.905,Cash,5,29.805,5.3
3/4/2019,227-50-3718,Alex,Yangon,Normal,Male,Health and beauty,14.62,5,73.1,26.1415,76.755,Cash,5,3.655,4.4
3/3/2019,302-15-2162,Giza,Naypyitaw,Member,Male,Health and beauty,46.53,6,279.18,26.1415,293.139,Credit card,5,13.959,4.3
1/27/2019,788-07-8452,Giza,Naypyitaw,Member,Female,Home and lifestyle,24.24,7,169.68,26.1415,178.164,Ewallet,5,8.484,9.4
2/7/2019,560-49-6611,Alex,Yangon,Member,Female,Sports and travel,45.58,1,45.58,26.1415,47.859,Cash,5,2.279,9.8
2/5/2019,880-35-0356,Alex,Yangon,Member,Female,Sports and travel,75.2,3,225.6,26.1415,236.88,Ewallet,5,11.28,4.8
3/15/2019,585-11-6748,Cairo,Mandalay,Member,Male,Sports and travel,96.8,3,290.4,26.1415,304.92,Cash,5,14.52,5.3
3/1/2019,470-31-3286,Cairo,Mandalay,Normal,Male,Health and beauty,14.82,3,44.46,26.1415,46.683,Credit card,5,2.223,8.7
2/15/2019,152-68-2907,Alex,Yangon,Normal,Male,Food and beverages,52.2,3,156.6,26.1415,164.43,Credit card,5,7.83,9.5
2/17/2019,123-35-4896,Giza,Naypyitaw,Normal,Female,Sports and travel,46.66,9,419.94,26.1415,440.937,Ewallet,5,20.997,5.3
1/26/2019,258-69-7810,Giza,Naypyitaw,Normal,Female,Fashion accessories,36.85,5,184.25,26.1415,193.4625,Cash,5,9.2125,9.2
3/24/2019,334-64-2006,Alex,Yangon,Member,Female,Home and lifestyle,70.32,2,140.64,26.1415,147.672,Ewallet,5,7.032,9.6
1/23/2019,219-61-4139,Giza,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,83.08,26.1415,87.234,Ewallet,5,4.154,6.4
1/26/2019,881-41-7302,Giza,Naypyitaw,Normal,Female,Fashion accessories,64.99,1,64.99,26.1415,68.2395,Credit card,5,3.2495,4.5
3/14/2019,373-09-4567,Giza,Naypyitaw,Normal,Male,Food and beverages,77.56,10,775.6,26.1415,814.38,Ewallet,5,38.78,6.9
3/17/2019,642-30-6693,Cairo,Mandalay,Normal,Female,Sports and travel,54.51,6,327.06,26.1415,343.413,Ewallet,5,16.353,7.8
1/8/2019,484-22-8230,Giza,Naypyitaw,Member,Female,Fashion accessories,51.89,7,363.23,26.1415,381.3915,Cash,5,18.1615,4.5
2/8/2019,830-58-2383,Cairo,Mandalay,Normal,Male,Home and lifestyle,31.75,4,127,26.1415,133.35,Cash,5,6.35,8.6
2/10/2019,559-98-9873,Alex,Yangon,Member,Female,Fashion accessories,53.65,7,375.55,26.1415,394.3275,Ewallet,5,18.7775,5.2
3/28/2019,544-32-5024,Giza,Naypyitaw,Member,Female,Food and beverages,49.79,4,199.16,26.1415,209.118,Credit card,5,9.958,6.4
1/23/2019,318-12-0304,Alex,Yangon,Normal,Male,Fashion accessories,30.61,1,30.61,26.1415,32.1405,Ewallet,5,1.5305,5.2
1/17/2019,349-97-8902,Cairo,Mandalay,Member,Male,Food and beverages,57.89,2,115.78,26.1415,121.569,Ewallet,5,5.789,8.9
2/7/2019,421-95-9805,Alex,Yangon,Normal,Female,Electronic accessories,28.96,1,28.96,26.1415,30.408,Credit card,5,1.448,6.2
3/9/2019,277-35-5865,Giza,Naypyitaw,Member,Female,Food and beverages,98.97,9,890.73,26.1415,935.2665,Cash,5,44.5365,6.7
1/24/2019,789-23-8625,Cairo,Mandalay,Member,Male,Fashion accessories,93.22,3,279.66,26.1415,293.643,Cash,5,13.983,7.2
1/19/2019,284-54-4231,Giza,Naypyitaw,Member,Male,Sports and travel,80.93,1,80.93,26.1415,84.9765,Credit card,5,4.0465,9
2/3/2019,443-59-0061,Alex,Yangon,Member,Male,Food and beverages,67.45,10,674.5,26.1415,708.225,Ewallet,5,33.725,4.2
3/20/2019,509-29-3912,Alex,Yangon,Member,Female,Sports and travel,38.72,9,348.48,26.1415,365.904,Ewallet,5,17.424,4.2
1/13/2019,327-40-9673,Cairo,Mandalay,Member,Male,Sports and travel,72.6,6,435.6,26.1415,457.38,Cash,5,21.78,6.9
3/14/2019,840-19-2096,Giza,Naypyitaw,Member,Male,Electronic accessories,87.91,5,439.55,26.1415,461.5275,Ewallet,5,21.9775,4.4
1/23/2019,828-46-6863,Alex,Yangon,Member,Male,Food and beverages,98.53,6,591.18,26.1415,620.739,Credit card,5,29.559,4
2/7/2019,641-96-3695,Giza,Naypyitaw,Member,Female,Fashion accessories,43.46,6,260.76,26.1415,273.798,Ewallet,5,13.038,8.5
3/28/2019,420-97-3340,Alex,Yangon,Normal,Female,Food and beverages,71.68,3,215.04,26.1415,225.792,Credit card,5,10.752,9.2
3/20/2019,436-54-4512,Alex,Yangon,Member,Female,Food and beverages,91.61,1,91.61,26.1415,96.1905,Cash,5,4.5805,9.8
1/17/2019,670-79-6321,Cairo,Mandalay,Member,Female,Home and lifestyle,94.59,7,662.13,26.1415,695.2365,Credit card,5,33.1065,4.9
1/12/2019,852-62-7105,Cairo,Mandalay,Normal,Female,Fashion accessories,83.25,10,832.5,26.1415,874.125,Credit card,5,41.625,4.4
2/16/2019,598-06-7312,Cairo,Mandalay,Member,Male,Fashion accessories,91.35,1,91.35,26.1415,95.9175,Cash,5,4.5675,6.8
1/26/2019,135-13-8269,Cairo,Mandalay,Member,Female,Food and beverages,78.88,2,157.76,26.1415,165.648,Cash,5,7.888,9.1
3/9/2019,816-57-2053,Alex,Yangon,Normal,Male,Sports and travel,60.87,2,121.74,26.1415,127.827,Ewallet,5,6.087,8.7
3/14/2019,628-90-8624,Cairo,Mandalay,Member,Male,Health and beauty,82.58,10,825.8,26.1415,867.09,Cash,5,41.29,5
1/25/2019,856-66-2701,Alex,Yangon,Member,Male,Home and lifestyle,53.3,3,159.9,26.1415,167.895,Ewallet,5,7.995,7.5
1/26/2019,308-39-1707,Alex,Yangon,Normal,Female,Fashion accessories,12.09,1,12.09,26.1415,12.6945,Credit card,5,0.6045,8.2
1/19/2019,149-61-1929,Alex,Yangon,Normal,Male,Sports and travel,64.19,10,641.9,26.1415,673.995,Credit card,5,32.095,6.7
3/5/2019,655-07-2265,Alex,Yangon,Normal,Male,Electronic accessories,78.31,3,234.93,26.1415,246.6765,Ewallet,5,11.7465,5.4
1/15/2019,589-02-8023,Alex,Yangon,Member,Male,Food and beverages,83.77,2,167.54,26.1415,175.917,Credit card,5,8.377,7
3/18/2019,420-04-7590,Cairo,Mandalay,Normal,Male,Home and lifestyle,99.7,3,299.1,26.1415,314.055,Ewallet,5,14.955,4.7
3/20/2019,182-88-2763,Cairo,Mandalay,Member,Male,Food and beverages,79.91,3,239.73,26.1415,251.7165,Credit card,5,11.9865,5
1/15/2019,188-55-0967,Cairo,Mandalay,Member,Male,Health and beauty,66.47,10,664.7,26.1415,697.935,Credit card,5,33.235,5
3/3/2019,610-46-4100,Alex,Yangon,Normal,Male,Health and beauty,28.95,7,202.65,26.1415,212.7825,Credit card,5,10.1325,6
3/19/2019,318-81-2368,Giza,Naypyitaw,Normal,Female,Electronic accessories,46.2,1,46.2,26.1415,48.51,Cash,5,2.31,6.3
3/8/2019,364-33-8584,Cairo,Mandalay,Member,Female,Food and beverages,17.63,5,88.15,26.1415,92.5575,Cash,5,4.4075,8.5
2/27/2019,665-63-9737,Cairo,Mandalay,Normal,Male,Fashion accessories,52.42,3,157.26,26.1415,165.123,Ewallet,5,7.863,7.5
2/23/2019,695-09-5146,Cairo,Mandalay,Member,Female,Food and beverages,98.79,3,296.37,26.1415,311.1885,Ewallet,5,14.8185,6.4
3/19/2019,155-45-3814,Giza,Naypyitaw,Member,Female,Electronic accessories,88.55,8,708.4,26.1415,743.82,Ewallet,5,35.42,4.7
3/27/2019,794-32-2436,Cairo,Mandalay,Member,Male,Electronic accessories,55.67,2,111.34,26.1415,116.907,Ewallet,5,5.567,6
3/30/2019,131-15-8856,Giza,Naypyitaw,Member,Female,Food and beverages,72.52,8,580.16,26.1415,609.168,Credit card,5,29.008,4
2/16/2019,273-84-2164,Giza,Naypyitaw,Member,Male,Electronic accessories,12.05,5,60.25,26.1415,63.2625,Ewallet,5,3.0125,5.5
1/18/2019,706-36-6154,Alex,Yangon,Member,Male,Home and lifestyle,19.36,9,174.24,26.1415,182.952,Ewallet,5,8.712,8.7
3/30/2019,778-89-7974,Giza,Naypyitaw,Normal,Male,Health and beauty,70.21,6,421.26,26.1415,442.323,Cash,5,21.063,7.4
3/20/2019,574-31-8277,Cairo,Mandalay,Member,Male,Fashion accessories,33.63,1,33.63,26.1415,35.3115,Cash,5,1.6815,5.6
1/16/2019,859-71-0933,Giza,Naypyitaw,Member,Female,Sports and travel,15.49,2,30.98,26.1415,32.529,Cash,5,1.549,6.3
2/24/2019,740-11-5257,Giza,Naypyitaw,Normal,Male,Electronic accessories,24.74,10,247.4,26.1415,259.77,Cash,5,12.37,7.1
1/15/2019,369-82-2676,Cairo,Mandalay,Normal,Male,Electronic accessories,75.66,5,378.3,26.1415,397.215,Ewallet,5,18.915,7.8
1/22/2019,563-47-4072,Cairo,Mandalay,Normal,Female,Health and beauty,55.81,6,334.86,26.1415,351.603,Cash,5,16.743,9.9
2/3/2019,742-04-5161,Alex,Yangon,Member,Male,Home and lifestyle,72.78,10,727.8,26.1415,764.19,Cash,5,36.39,7.3
3/6/2019,149-15-7606,Cairo,Mandalay,Member,Male,Sports and travel,37.32,9,335.88,26.1415,352.674,Ewallet,5,16.794,5.1
2/16/2019,133-77-3154,Cairo,Mandalay,Member,Male,Fashion accessories,60.18,4,240.72,26.1415,252.756,Credit card,5,12.036,9.4
3/14/2019,169-52-4504,Alex,Yangon,Normal,Female,Electronic accessories,15.69,3,47.07,26.1415,49.4235,Credit card,5,2.3535,5.8
2/27/2019,250-81-7186,Giza,Naypyitaw,Normal,Female,Electronic accessories,99.69,1,99.69,26.1415,104.6745,Credit card,5,4.9845,8
1/18/2019,562-12-5430,Alex,Yangon,Member,Female,Fashion accessories,88.15,3,264.45,26.1415,277.6725,Ewallet,5,13.2225,7.9
1/29/2019,816-72-8853,Alex,Yangon,Member,Female,Sports and travel,27.93,5,139.65,26.1415,146.6325,Cash,5,6.9825,5.9
2/26/2019,491-38-3499,Alex,Yangon,Member,Male,Fashion accessories,55.45,1,55.45,26.1415,58.2225,Credit card,5,2.7725,4.9
2/3/2019,322-02-2271,Cairo,Mandalay,Normal,Female,Sports and travel,42.97,3,128.91,26.1415,135.3555,Cash,5,6.4455,9.3
1/16/2019,842-29-4695,Giza,Naypyitaw,Member,Male,Sports and travel,17.14,7,119.98,26.1415,125.979,Credit card,5,5.999,7.9
3/24/2019,725-67-2480,Cairo,Mandalay,Member,Female,Fashion accessories,58.75,6,352.5,26.1415,370.125,Credit card,5,17.625,5.9
2/12/2019,641-51-2661,Giza,Naypyitaw,Member,Female,Food and beverages,87.1,10,871,26.1415,914.55,Credit card,5,43.55,9.9
2/21/2019,714-02-3114,Giza,Naypyitaw,Normal,Female,Sports and travel,98.8,2,197.6,26.1415,207.48,Cash,5,9.88,7.7
2/4/2019,518-17-2983,Alex,Yangon,Normal,Female,Fashion accessories,48.63,4,194.52,26.1415,204.246,Ewallet,5,9.726,7.6
2/20/2019,779-42-2410,Cairo,Mandalay,Member,Male,Food and beverages,57.74,3,173.22,26.1415,181.881,Ewallet,5,8.661,7.7
2/23/2019,190-14-3147,Cairo,Mandalay,Normal,Female,Health and beauty,17.97,4,71.88,26.1415,75.474,Ewallet,5,3.594,6.4
2/16/2019,408-66-6712,Giza,Naypyitaw,Member,Female,Health and beauty,47.71,6,286.26,26.1415,300.573,Ewallet,5,14.313,4.4
1/17/2019,679-22-6530,Cairo,Mandalay,Normal,Female,Sports and travel,40.62,2,81.24,26.1415,85.302,Credit card,5,4.062,4.1
1/14/2019,588-47-8641,Alex,Yangon,Member,Male,Fashion accessories,56.04,10,560.4,26.1415,588.42,Ewallet,5,28.02,4.4
3/30/2019,642-61-4706,Cairo,Mandalay,Member,Male,Food and beverages,93.4,2,186.8,26.1415,196.14,Cash,5,9.34,5.5
3/2/2019,576-31-4774,Cairo,Mandalay,Normal,Female,Health and beauty,73.41,3,220.23,26.1415,231.2415,Ewallet,5,11.0115,4
2/15/2019,556-41-6224,Giza,Naypyitaw,Normal,Male,Health and beauty,33.64,8,269.12,26.1415,282.576,Credit card,5,13.456,9.3
3/1/2019,811-03-8790,Alex,Yangon,Normal,Female,Electronic accessories,45.48,10,454.8,26.1415,477.54,Credit card,5,22.74,4.8
2/24/2019,242-11-3142,Cairo,Mandalay,Member,Male,Fashion accessories,83.77,2,167.54,26.1415,175.917,Cash,5,8.377,4.6
2/19/2019,752-23-3760,Cairo,Mandalay,Member,Female,Sports and travel,64.08,7,448.56,26.1415,470.988,Credit card,5,22.428,7.3
2/23/2019,274-05-5470,Alex,Yangon,Member,Female,Food and beverages,73.47,4,293.88,26.1415,308.574,Cash,5,14.694,6
2/7/2019,648-94-3045,Giza,Naypyitaw,Normal,Male,Health and beauty,58.95,10,589.5,26.1415,618.975,Ewallet,5,29.475,8.1
1/11/2019,130-67-4723,Alex,Yangon,Member,Male,Food and beverages,48.5,6,291,26.1415,305.55,Ewallet,5,14.55,9.4
2/12/2019,528-87-5606,Cairo,Mandalay,Member,Female,Electronic accessories,39.48,1,39.48,26.1415,41.454,Cash,5,1.974,6.5
1/14/2019,320-85-2052,Cairo,Mandalay,Normal,Female,Sports and travel,34.81,1,34.81,26.1415,36.5505,Credit card,5,1.7405,7
1/9/2019,370-96-0655,Giza,Naypyitaw,Normal,Female,Fashion accessories,49.32,6,295.92,26.1415,310.716,Ewallet,5,14.796,7.1
2/27/2019,105-10-6182,Alex,Yangon,Member,Male,Fashion accessories,21.48,2,42.96,26.1415,45.108,Ewallet,5,2.148,6.6
1/24/2019,510-79-0415,Cairo,Mandalay,Member,Female,Sports and travel,23.08,6,138.48,26.1415,145.404,Ewallet,5,6.924,4.9
1/8/2019,241-96-5076,Cairo,Mandalay,Member,Female,Home and lifestyle,49.1,2,98.2,26.1415,103.11,Credit card,5,4.91,6.4
1/8/2019,767-97-4650,Cairo,Mandalay,Member,Female,Sports and travel,64.83,2,129.66,26.1415,136.143,Credit card,5,6.483,8
1/16/2019,648-83-1321,Alex,Yangon,Member,Male,Home and lifestyle,63.56,10,635.6,26.1415,667.38,Cash,5,31.78,4.3
3/13/2019,173-57-2300,Giza,Naypyitaw,Member,Male,Sports and travel,72.88,2,145.76,26.1415,153.048,Cash,5,7.288,6.1
2/15/2019,305-03-2383,Alex,Yangon,Normal,Female,Food and beverages,67.1,3,201.3,26.1415,211.365,Cash,5,10.065,7.5
1/25/2019,394-55-6384,Giza,Naypyitaw,Member,Female,Sports and travel,70.19,9,631.71,26.1415,663.2955,Cash,5,31.5855,6.7
3/12/2019,266-20-6657,Giza,Naypyitaw,Member,Male,Food and beverages,55.04,7,385.28,26.1415,404.544,Ewallet,5,19.264,5.2
3/4/2019,689-05-1884,Alex,Yangon,Member,Male,Health and beauty,48.63,10,486.3,26.1415,510.615,Cash,5,24.315,8.8
2/10/2019,196-01-2849,Giza,Naypyitaw,Member,Female,Fashion accessories,73.38,7,513.66,26.1415,539.343,Cash,5,25.683,9.5
1/16/2019,372-62-5264,Giza,Naypyitaw,Normal,Female,Food and beverages,52.6,9,473.4,26.1415,497.07,Cash,5,23.67,7.6
1/29/2019,800-09-8606,Alex,Yangon,Member,Female,Home and lifestyle,87.37,5,436.85,26.1415,458.6925,Cash,5,21.8425,6.6
1/1/2019,182-52-7000,Alex,Yangon,Member,Female,Sports and travel,27.04,4,108.16,26.1415,113.568,Ewallet,5,5.408,6.9
1/6/2019,826-58-8051,Cairo,Mandalay,Normal,Male,Home and lifestyle,62.19,4,248.76,26.1415,261.198,Ewallet,5,12.438,4.3
2/19/2019,868-06-0466,Alex,Yangon,Member,Male,Electronic accessories,69.58,9,626.22,26.1415,657.531,Credit card,5,31.311,7.8
1/12/2019,751-41-9720,Giza,Naypyitaw,Normal,Male,Home and lifestyle,97.5,10,975,26.1415,1023.75,Ewallet,5,48.75,8
2/7/2019,626-43-7888,Giza,Naypyitaw,Normal,Female,Fashion accessories,60.41,8,483.28,26.1415,507.444,Ewallet,5,24.164,9.6
3/27/2019,176-64-7711,Cairo,Mandalay,Normal,Male,Food and beverages,32.32,3,96.96,26.1415,101.808,Credit card,5,4.848,4.3
2/27/2019,191-29-0321,Cairo,Mandalay,Member,Female,Fashion accessories,19.77,10,197.7,26.1415,207.585,Credit card,5,9.885,5
1/6/2019,729-06-2010,Cairo,Mandalay,Member,Male,Health and beauty,80.47,9,724.23,26.1415,760.4415,Cash,5,36.2115,9.2
3/2/2019,640-48-5028,Cairo,Mandalay,Member,Female,Home and lifestyle,88.39,9,795.51,26.1415,835.2855,Cash,5,39.7755,6.3
3/29/2019,186-79-9562,Cairo,Mandalay,Normal,Male,Health and beauty,71.77,7,502.39,26.1415,527.5095,Cash,5,25.1195,8.9
1/31/2019,834-45-5519,Cairo,Mandalay,Normal,Female,Electronic accessories,43,4,172,26.1415,180.6,Ewallet,5,8.6,7.6
1/21/2019,162-65-8559,Giza,Naypyitaw,Member,Male,Food and beverages,68.98,1,68.98,26.1415,72.429,Cash,5,3.449,4.8
1/20/2019,760-27-5490,Giza,Naypyitaw,Normal,Male,Fashion accessories,15.62,8,124.96,26.1415,131.208,Ewallet,5,6.248,9.1
1/17/2019,445-30-9252,Alex,Yangon,Normal,Male,Sports and travel,25.7,3,77.1,26.1415,80.955,Ewallet,5,3.855,6.1
2/28/2019,786-94-2700,Alex,Yangon,Member,Male,Food and beverages,80.62,6,483.72,26.1415,507.906,Cash,5,24.186,9.1
3/19/2019,728-88-7867,Giza,Naypyitaw,Member,Female,Home and lifestyle,75.53,4,302.12,26.1415,317.226,Ewallet,5,15.106,8.3
2/19/2019,183-21-3799,Giza,Naypyitaw,Normal,Female,Electronic accessories,77.63,9,698.67,26.1415,733.6035,Ewallet,5,34.9335,7.2
2/4/2019,268-20-3585,Giza,Naypyitaw,Normal,Female,Health and beauty,13.85,9,124.65,26.1415,130.8825,Ewallet,5,6.2325,6
1/31/2019,735-32-9839,Giza,Naypyitaw,Member,Male,Fashion accessories,98.7,8,789.6,26.1415,829.08,Ewallet,5,39.48,8.5
2/6/2019,258-92-7466,Alex,Yangon,Normal,Female,Health and beauty,35.68,5,178.4,26.1415,187.32,Credit card,5,8.92,6.6
3/28/2019,857-16-3520,Alex,Yangon,Member,Female,Fashion accessories,71.46,7,500.22,26.1415,525.231,Ewallet,5,25.011,4.5
1/19/2019,482-17-1179,Alex,Yangon,Member,Male,Electronic accessories,11.94,3,35.82,26.1415,37.611,Credit card,5,1.791,8.1
2/17/2019,788-21-5741,Alex,Yangon,Normal,Male,Fashion accessories,45.38,3,136.14,26.1415,142.947,Credit card,5,6.807,7.2
1/18/2019,821-14-9046,Cairo,Mandalay,Member,Female,Fashion accessories,17.48,6,104.88,26.1415,110.124,Credit card,5,5.244,6.1
2/2/2019,418-05-0656,Cairo,Mandalay,Normal,Female,Fashion accessories,25.56,7,178.92,26.1415,187.866,Cash,5,8.946,7.1
1/18/2019,678-79-0726,Giza,Naypyitaw,Member,Female,Sports and travel,90.63,9,815.67,26.1415,856.4535,Cash,5,40.7835,5.1
3/18/2019,776-68-1096,Cairo,Mandalay,Normal,Male,Home and lifestyle,44.12,3,132.36,26.1415,138.978,Credit card,5,6.618,7.9
1/11/2019,592-46-1692,Giza,Naypyitaw,Member,Female,Food and beverages,36.77,7,257.39,26.1415,270.2595,Cash,5,12.8695,7.4
2/4/2019,434-35-9162,Cairo,Mandalay,Member,Male,Food and beverages,23.34,4,93.36,26.1415,98.028,Ewallet,5,4.668,7.4
2/6/2019,149-14-0304,Giza,Naypyitaw,Member,Female,Health and beauty,28.5,8,228,26.1415,239.4,Cash,5,11.4,6.6
1/8/2019,442-44-6497,Giza,Naypyitaw,Member,Male,Home and lifestyle,55.57,3,166.71,26.1415,175.0455,Credit card,5,8.3355,5.9
3/5/2019,174-64-0215,Cairo,Mandalay,Normal,Male,Sports and travel,69.74,10,697.4,26.1415,732.27,Credit card,5,34.87,8.9
3/16/2019,210-74-9613,Giza,Naypyitaw,Normal,Male,Fashion accessories,97.26,4,389.04,26.1415,408.492,Ewallet,5,19.452,6.8
3/9/2019,299-29-0180,Cairo,Mandalay,Member,Female,Home and lifestyle,52.18,7,365.26,26.1415,383.523,Cash,5,18.263,9.3
3/1/2019,247-11-2470,Alex,Yangon,Member,Female,Fashion accessories,22.32,4,89.28,26.1415,93.744,Credit card,5,4.464,4.4
2/28/2019,635-28-5728,Alex,Yangon,Normal,Male,Health and beauty,56,3,168,26.1415,176.4,Ewallet,5,8.4,4.8
2/8/2019,756-49-0168,Alex,Yangon,Member,Male,Fashion accessories,19.7,1,19.7,26.1415,20.685,Ewallet,5,0.985,9.5
1/24/2019,438-23-1242,Cairo,Mandalay,Normal,Male,Electronic accessories,75.88,7,531.16,26.1415,557.718,Ewallet,5,26.558,8.9
3/1/2019,238-45-6950,Cairo,Mandalay,Member,Male,Food and beverages,53.72,1,53.72,26.1415,56.406,Ewallet,5,2.686,6.4
3/10/2019,607-65-2441,Giza,Naypyitaw,Member,Male,Health and beauty,81.95,10,819.5,26.1415,860.475,Credit card,5,40.975,6
3/23/2019,386-27-7606,Giza,Naypyitaw,Member,Female,Home and lifestyle,81.2,7,568.4,26.1415,596.82,Credit card,5,28.42,8.1
1/29/2019,137-63-5492,Giza,Naypyitaw,Normal,Male,Electronic accessories,58.76,10,587.6,26.1415,616.98,Ewallet,5,29.38,9
1/12/2019,197-77-7132,Cairo,Mandalay,Member,Male,Electronic accessories,91.56,8,732.48,26.1415,769.104,Ewallet,5,36.624,6
3/20/2019,805-86-0265,Alex,Yangon,Normal,Male,Home and lifestyle,93.96,9,845.64,26.1415,887.922,Cash,5,42.282,9.8
3/23/2019,733-29-1227,Giza,Naypyitaw,Normal,Male,Home and lifestyle,55.61,7,389.27,26.1415,408.7335,Cash,5,19.4635,8.5
1/14/2019,451-73-2711,Giza,Naypyitaw,Normal,Male,Food and beverages,84.83,1,84.83,26.1415,89.0715,Ewallet,5,4.2415,8.8
2/12/2019,373-14-0504,Alex,Yangon,Member,Female,Sports and travel,71.63,2,143.26,26.1415,150.423,Ewallet,5,7.163,8.8
2/20/2019,546-80-2899,Alex,Yangon,Member,Male,Home and lifestyle,37.69,2,75.38,26.1415,79.149,Ewallet,5,3.769,9.5
1/2/2019,345-68-9016,Giza,Naypyitaw,Member,Female,Sports and travel,31.67,8,253.36,26.1415,266.028,Credit card,5,12.668,5.6
2/2/2019,390-17-5806,Giza,Naypyitaw,Member,Female,Food and beverages,38.42,1,38.42,26.1415,40.341,Cash,5,1.921,8.6
1/8/2019,457-13-1708,Cairo,Mandalay,Member,Male,Fashion accessories,65.23,10,652.3,26.1415,684.915,Credit card,5,32.615,5.2
1/30/2019,664-14-2882,Giza,Naypyitaw,Member,Female,Home and lifestyle,10.53,5,52.65,26.1415,55.2825,Credit card,5,2.6325,5.8
3/26/2019,487-79-6868,Cairo,Mandalay,Member,Female,Home and lifestyle,12.29,9,110.61,26.1415,116.1405,Credit card,5,5.5305,8
1/15/2019,314-23-4520,Giza,Naypyitaw,Member,Male,Health and beauty,81.23,7,568.61,26.1415,597.0405,Cash,5,28.4305,9
3/14/2019,210-30-7976,Cairo,Mandalay,Member,Female,Fashion accessories,22.32,4,89.28,26.1415,93.744,Ewallet,5,4.464,4.1
2/3/2019,585-86-8361,Alex,Yangon,Normal,Female,Food and beverages,27.28,5,136.4,26.1415,143.22,Credit card,5,6.82,8.6
2/22/2019,807-14-7833,Alex,Yangon,Member,Female,Electronic accessories,17.42,10,174.2,26.1415,182.91,Ewallet,5,8.71,7
1/24/2019,775-72-1988,Cairo,Mandalay,Normal,Male,Home and lifestyle,73.28,5,366.4,26.1415,384.72,Ewallet,5,18.32,8.4
1/25/2019,288-38-3758,Giza,Naypyitaw,Member,Female,Fashion accessories,84.87,3,254.61,26.1415,267.3405,Ewallet,5,12.7305,7.4
3/9/2019,652-43-6591,Alex,Yangon,Normal,Female,Fashion accessories,97.29,8,778.32,26.1415,817.236,Credit card,5,38.916,6.2
2/17/2019,785-96-0615,Cairo,Mandalay,Member,Female,Electronic accessories,35.74,8,285.92,26.1415,300.216,Ewallet,5,14.296,4.9
1/11/2019,406-46-7107,Alex,Yangon,Normal,Female,Home and lifestyle,96.52,6,579.12,26.1415,608.076,Cash,5,28.956,4.5
2/27/2019,250-17-5703,Alex,Yangon,Member,Male,Food and beverages,18.85,10,188.5,26.1415,197.925,Ewallet,5,9.425,5.6
3/25/2019,156-95-3964,Alex,Yangon,Normal,Female,Food and beverages,55.39,4,221.56,26.1415,232.638,Ewallet,5,11.078,8
2/11/2019,842-40-8179,Cairo,Mandalay,Member,Female,Food and beverages,77.2,10,772,26.1415,810.6,Credit card,5,38.6,5.6
